ltable_item_name,rtable_item_name,label,TS code similarity,Python code Similarity
Ăn ngon ngủ ngon Đông trùng hạ thảo (PO000287476),Molped BVS Thien Nhien Ban Dem Co Canh 35cm 3M,0,0.1081081081081081,0.0975609756097561
83735 LNM NGOC TRAI 50ML,Molped BVS Thien Nhien Ban Dem Co Canh 35cm 3M,0,0.0727272727272727,0.030303030303030304
KLACID MR 500MG TABLETS 1X5'S,Molped BVS Thien Nhien Ban Dem Co Canh 35cm 3M,0,0.0,0.0
ACEMUC Kids 200mg 1g_SC30_VN,Acemuc kids 200mg (Hop/30 Goi),1,0.6521739130434783,0.6785714285714286
Nước uống Pororo hương vị sữa,Acemuc kids 200mg (Hop/30 Goi),0,0.0,0.0
DAFLON 1000MG TAB 3X10'S,Acemuc kids 200mg (Hop/30 Goi),0,0.1463414634146341,0.1568627450980392
SALONPAS JET SPRAY 118ml-HISAMITSU-JAPAN_1SA216-1-1T2,Acemuc kids 200mg (Hop/30 Goi),0,0.0,0.0
BCDR Sensodyne Multi Care Soft,Acemuc kids 200mg (Hop/30 Goi),0,0.0851063829787234,0.0
"Ebysta (10 ml gói), Việt Nam, (20gói/hộp)",Acemuc kids 200mg (Hop/30 Goi),0,0.2857142857142857,0.20689655172413793
UPSA C 1GR BOX/ 1 TUBE X 10,Acemuc kids 200mg (Hop/30 Goi),0,0.05,0.0
Thực phẩm bảo vệ sức khỏe Brauer Baby & Kids Ultra Pure Cod Liver Oil with DHA 90Softgels,Acemuc kids 200mg (Hop/30 Goi),0,0.1521739130434782,0.10909090909090909
MAGNE B6 CORBIERE (FCT) BOX 5BLX10 (SVN),Magne B6 Corbiere Tab (Hop/50 Vien),1,0.509090909090909,0.4927536231884058
MAGNE B6 CORBIERE (FCT) BOX 5BLX10 (SVN),Magne B6 Corbiere Tab (Hop/50 Vien),1,0.509090909090909,0.4927536231884058
Urgo Spray lésions buccales,Magne B6 Corbiere Tab (Hop/50 Vien),0,0.0,0.0
THELIZIN,Magne B6 Corbiere Tab (Hop/50 Vien),0,0.0,0.0
Bao cao su Pharmacity Easy Fit hộp 3 cái (PO000306174),Magne B6 Corbiere Tab (Hop/50 Vien),0,0.088235294117647,0.07407407407407407
DAU XANH EAGLE 3ml,Magne B6 Corbiere Tab (Hop/50 Vien),0,0.05,0.0
KIPEL FILM COATED TABS 10MG;,Magne B6 Corbiere Tab (Hop/50 Vien),0,0.125,0.10344827586206896
CEPMOX-CLAV 875mg/125mg VNB H/14,Magne B6 Corbiere Tab (Hop/50 Vien),0,0.0392156862745098,0.03333333333333333
PO000306679,Magne B6 Corbiere Tab (Hop/50 Vien),0,0.0,0.0
NO-SPA 40mg_BL5X10_VN,No-spa 40mg (5vix10vien),1,0.5555555555555556,0.6818181818181818
CLORPHENIRAMIN,No-spa 40mg (5vix10vien),0,0.064516129032258,0.0
KU Fressi Care All 100 - 1809,No-spa 40mg (5vix10vien),0,0.0512820512820512,0.0425531914893617
(PO000304979),No-spa 40mg (5vix10vien),0,0.0,0.0
"Găng tay cao su y tế chưa tiệt trùng, không bột, 6.0g, size M",No-spa 40mg (5vix10vien),0,0.0655737704918032,0.0
Glucofast 500mg,No-spa 40mg (5vix10vien),0,0.1290322580645161,0.1111111111111111
TEGRETOL CR 200MG 5X10,No-spa 40mg (5vix10vien),0,0.2777777777777778,0.3111111111111111
NO-SPA FORTE 80mg B/ 2bls x 10,No-Spa Forte 80mg (2Vi x 10Vien),1,0.6818181818181818,0.7017543859649122
Lazibet MR 60 H/30,No-Spa Forte 80mg (2Vi x 10Vien),0,0.0,0.0
PO000306074,No-Spa Forte 80mg (2Vi x 10Vien),0,0.0,0.0
STADNEX 40 CAP (H/28v)-VN,No-Spa Forte 80mg (2Vi x 10Vien),0,0.0,0.0
Moloxcin 400 v/10 h/10 t/1320,No-Spa Forte 80mg (2Vi x 10Vien),0,0.0909090909090909,0.1111111111111111
ACEMUC 200 CAP_BL3X10_VN,Acemuc 200mg (Hop/30 Vien),1,0.4,0.4166666666666667
ACEMUC 200 CAP_BL3X10_VN,Acemuc 200mg (Hop/30 Vien),1,0.4,0.4166666666666667
Warfarin 5,Acemuc 200mg (Hop/30 Vien),0,0.0,0.0
BVS Diana SENSI Siêu Mỏng Cánh 08 - 2202,Acemuc 200mg (Hop/30 Vien),0,0.1224489795918367,0.0
TELFAST KIDS 30MG TABCO BL10 M24,Telfast Kids 30mg (1vi x 10vien),1,0.6,0.6129032258064516
(C41) CALCI-D (HCN/1túi/10vỉ/10VNBP),Telfast Kids 30mg (1vi x 10vien),0,0.1632653061224489,0.2033898305084746
NIZORAL CREAM 5G B/1,Telfast Kids 30mg (1vi x 10vien),0,0.0,0.0
VIAGRA TABS 50MG 4'S,Telfast Kids 30mg (1vi x 10vien),0,0.1538461538461538,0.12244897959183673
Lazibet MR 60 H/30,Telfast Kids 30mg (1vi x 10vien),0,0.054054054054054,0.043478260869565216
"UTROGESTAN 200MG CAPSULE 1x7'S ,1x8'S",Telfast Kids 30mg (1vi x 10vien),0,0.1132075471698113,0.15151515151515152
NovoMix 30 FlexPen B/5 (France),Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,1,0.5263157894736842,0.5217391304347826
Tăm Bông VST Baby  hộp 200 que nhựa,Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0,0.0666666666666666,0.02702702702702703
EPEGIS,Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0,0.0512820512820512,0.0
CIPROBAY TAB 500MG 10'S,Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0,0.1153846153846153,0.09375
An trĩ vương,Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0,0.0,0.0
GLUCOVANCE 500MG/2.5MG TAB 30'S,Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0,0.1034482758620689,0.11267605633802817
MYDOCALM 150MG T/216H/3vỉ/10Viên,Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0,0.0701754385964912,0.05555555555555555
XIGDUO XR 10MG/1000MG TAB 4X7'S,Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0,0.109090909090909,0.08823529411764706
HYZAAR 50MG/12.5MG TAB B/28 (UKC),Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0,0.074074074074074,0.029411764705882353
ZYRTEC TAB 10MG 10'S,Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0,0.0869565217391304,0.03571428571428571
Kem đánh răng DL Ngọc Châu trắng sáng 100g,Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0,0.125,0.08
Ospay neo 15ml                                                                   lô sx: 2307; hạn sử dụng: 16/12/2025,Ospay Neo 15ml Haipharco (1lo),1,0.4406779661016949,0.43243243243243246
Bàn chải OralB trà đen vỉ 1X6X16,Ospay Neo 15ml Haipharco (1lo),0,0.0833333333333333,0.06666666666666667
EPEGIS,Ospay Neo 15ml Haipharco (1lo),0,0.0,0.0
ATORPA- E 40/10 (H/30V),Ospay Neo 15ml Haipharco (1lo),0,0.054054054054054,0.0
KONIMAG SUSPENSION 7ML B/30,Ospay Neo 15ml Haipharco (1lo),0,0.0888888888888888,0.07547169811320754
CEELIN SYRUP BT/120ML,Ospay Neo 15ml Haipharco (1lo),0,0.05,0.0425531914893617
Magnesi -B6 v/10 h/100 t/7200,Ospay Neo 15ml Haipharco (1lo),0,0.0465116279069767,0.0
"Ebysta (10 ml gói), Việt Nam, (20gói/hộp)",Ospay Neo 15ml Haipharco (1lo),0,0.04,0.06896551724137931
MOBIC 15MG TAB 20'S (GREECE),Ospay Neo 15ml Haipharco (1lo),0,0.0930232558139534,0.11538461538461539
MEPRAZ 20MG BL7x4CAP_NEW,Ospay Neo 15ml Haipharco (1lo),0,0.0454545454545454,0.037037037037037035
Risdontab 2 (5vỉ x 10v),Ospay Neo 15ml Haipharco (1lo),0,0.0,0.0
Nước uống Pororo hương vị sữa,Dophazolin 15ml (H/chai),0,0.0,0.0
Bột sủi thanh nhiệt Sensa Cools fizz-Hương Chanh 7g x 6 gói,Dophazolin 15ml (H/chai),0,0.125,0.0273972602739726
Bao cao su Pharmacity Ultra Invisible Strawberry hộp 3 cái (PO000306174),Dophazolin 15ml (H/chai),0,0.1298701298701298,0.023255813953488372
PO000311638,Dophazolin 15ml (H/chai),0,0.0,0.0
Theo PO000280694,Dophazolin 15ml (H/chai),0,0.0625,0.0
MEDI-LEVOSULPIRID     H/30v - VN,Medi-Levosulpirid 25mg (3Vi x 10Vien),1,0.64,0.5517241379310345
DUPHASTON 10MG TABLETS 1X20'S,Medi-Levosulpirid 25mg (3Vi x 10Vien),0,0.1132075471698113,0.15625
AVARINO;,Medi-Levosulpirid 25mg (3Vi x 10Vien),0,0.0571428571428571,0.0
PANADOL EXTRA 180'S,Medi-Levosulpirid 25mg (3Vi x 10Vien),0,0.0454545454545454,0.0
TRIPLIXAM 5MG/1.25MG/5MG TAB 30'S,Medi-Levosulpirid 25mg (3Vi x 10Vien),0,0.1851851851851851,0.16393442622950818
DUNG DICH NHO MAT (V.ROHTO MINERAL TEAR) 13ML,Medi-Levosulpirid 25mg (3Vi x 10Vien),0,0.0317460317460317,0.0
PO000308950,Medi-Levosulpirid 25mg (3Vi x 10Vien),0,0.0,0.0
Mitux gói/1.5gr h/24 t/3456,Mitux 200mg 1.5g (24 Goi/Hop),1,0.4615384615384615,0.46153846153846156
CP61029659 - 114442-NSM OPWHITECHARC FR.MINT500ML B.DOIX12BO,Mitux 200mg 1.5g (24 Goi/Hop),0,0.1714285714285714,0.047058823529411764
"Sanlein 0,1 5ML B/1",Mitux 200mg 1.5g (24 Goi/Hop),0,0.0606060606060606,0.13636363636363635
PO000307238,Mitux 200mg 1.5g (24 Goi/Hop),0,0.0666666666666666,0.0
( Hộp 50 cái ),Mitux 200mg 1.5g (24 Goi/Hop),0,0.1481481481481481,0.058823529411764705
Dầu Gội Chống Gàu (Selsun Anti-Dandruff Shampoo With Selenium Sulfide) 50 Ml - 8935006533370 (BARCODE),Mitux 200mg 1.5g (24 Goi/Hop),0,0.1188118811881188,0.05172413793103448
DAYGRA 50 TABLETS 4'S,Mitux 200mg 1.5g (24 Goi/Hop),0,0.0,0.0
Thực phẩm bảo vệ sức khỏe siro + C Vitamin Herbal Syrup (Gói 5ml),PMC Herbal Cough Syrup VitC 5ml (Hop/20 Goi),1,0.3950617283950617,0.36363636363636365
Thực phẩm bảo vệ sức khỏe siro + C Vitamin Herbal Syrup (Gói 5ml),PMC Herbal Cough Syrup VitC 5ml (Hop/20 Goi),1,0.3950617283950617,0.36363636363636365
320979-70558-Mặt Nạ Tóc Cao Cấp Phục Hồi Hư Tổn 180G(TBK PREMIUM EX REPAIR MASK 180G),PMC Herbal Cough Syrup VitC 5ml (Hop/20 Goi),0,0.101010101010101,0.05128205128205128
THỰC PHẨM BỔ SUNG: NƯỚC CAM VITAMIN C CVITT 140ML - Hàng khuyến mãi không thu tiền,PMC Herbal Cough Syrup VitC 5ml (Hop/20 Goi),0,0.1041666666666666,0.08928571428571429
Dottorprimo Scargel Plus (Số lô: 00130513 HSD: 2026-02-28),PMC Herbal Cough Syrup VitC 5ml (Hop/20 Goi),0,0.0519480519480519,0.021505376344086023
Thực phẩm bảo vệ sức khỏe siro + C Vitamin Herbal Syrup (Gói 5ml),PMC Herbal Cough Syrup VitC 5ml (Hop/20 Goi),1,0.3950617283950617,0.36363636363636365
PORORO Kẹo multi vitamin vị đào 12g,PMC Herbal Cough Syrup VitC 5ml (Hop/20 Goi),0,0.0655737704918032,0.0547945205479452
Colchicine Capel 1mg (H/1 vỉ x 20 viên),PMC Herbal Cough Syrup VitC 5ml (Hop/20 Goi),0,0.1967213114754098,0.08
TRAJENTA DUO. FICTA/ 14/2.5+850MG BTL,PMC Herbal Cough Syrup VitC 5ml (Hop/20 Goi),0,0.0,0.02702702702702703
Kinohimitsu Stem Cell Drink (16 Chai),Kinohimitsu Stem Cell  Te Bao Goc  50ml (Hop 16 Chai),1,0.6764705882352942,0.6419753086419753
YAZ TABS 28'S,Kinohimitsu Stem Cell  Te Bao Goc  50ml (Hop 16 Chai),0,0.0,0.0
NOOAPI 800,Kinohimitsu Stem Cell  Te Bao Goc  50ml (Hop 16 Chai),0,0.0425531914893617,0.0
B COMPLEX C,Kinohimitsu Stem Cell  Te Bao Goc  50ml (Hop 16 Chai),0,0.0,0.0
Quần PP Travel-Mate XL Nữ;5cái+1 cái cùng loại,Kinohimitsu Stem Cell  Te Bao Goc  50ml (Hop 16 Chai),0,0.081081081081081,0.02247191011235955
Omeprazol DHG v/10 h/30 t/3600,Kinohimitsu Stem Cell  Te Bao Goc  50ml (Hop 16 Chai),0,0.0,0.0
Cystine B6 Bailleul (H/1 vỉ x 20 viên),Kipel 10mg Chewble ( 4vi x 7vien),0,0.2352941176470588,0.1875
Miếng dán loại mụn cóc - Corn Removal Plaster (6 miếng/hộp),Kipel 10mg Chewble ( 4vi x 7vien),0,0.0588235294117647,0.02564102564102564
SING-GUM HUBBA BUBBA VI NHO 56g,Kipel 10mg Chewble ( 4vi x 7vien),0,0.0416666666666666,0.07142857142857142
PO000306264,Kipel 10mg Chewble ( 4vi x 7vien),0,0.0,0.0
Apidra Solostar 300IU/3ml 5's VN,Kipel 10mg Chewble ( 4vi x 7vien),0,0.0,0.0
"Sữa tắm Tây Thi (Hộp 1 Tube x 200g, HƯƠNG HOA HỒNG)",Kipel 10mg Chewble ( 4vi x 7vien),0,0.0,0.027777777777777776
Băng vệ sinh Doctor Care ban đêm ,Kipel 10mg Chewble ( 4vi x 7vien),0,0.0,0.0
Risdontab 2 (5vỉ x 10v),Kipel 10mg Chewble ( 4vi x 7vien),0,0.15,0.23529411764705882
Valsacard 160mg (Nước sx: Poland),Acnotin 20(3vi x 10vien),0,0.0465116279069767,0.0
STREPSILS ORANGE VITAMIN C 50X2S (NEW),Acnotin 20(3vi x 10vien),0,0.0833333333333333,0.1016949152542373
Dung dịch tạo bọt ngăn ngừa mụn (Acnes Foaming Wash) 150 ml - 8935006530751 (BARCODE),Acnotin 20(3vi x 10vien),0,0.0963855421686747,0.020618556701030927
Kẹo thảo mộc Ricola tự nhiên Original không đường 40 g,Acnotin 20(3vi x 10vien),0,0.1639344262295081,0.027777777777777776
EUGICA FORT V/10 H/100 T/8100;,Eugica Fort (10 Vi x 10 vien),1,0.5365853658536586,0.5217391304347826
EUGICA FORT V/10 H/100 T/8100;,Eugica Fort (10 Vi x 10 vien),1,0.5365853658536586,0.5217391304347826
EUGICA FORT V/10 H/100 T/8100;,Eugica Fort (10 Vi x 10 vien),1,0.5365853658536586,0.5217391304347826
Cystine B6 Bailleul (H/1 vỉ x 20 viên),Eugica Fort (10 Vi x 10 vien),0,0.2978723404255319,0.2545454545454545
"Briozcal; Số lô: 103136 ; HD: 17/02/2025, PO000278526",Eugica Fort (10 Vi x 10 vien),0,0.0689655172413793,0.029850746268656716
LOSTAD T50 (H/30v),Invel (2vi x 7vien),0,0.0,0.0
Kem rửa mặt tác động sâu (Oxy Deep Wash) 100g - 8935006531956 (BARCODE),Invel (2vi x 7vien),0,0.0,0.0
BIO-OIL SKINCARE OIL;,Invel (2vi x 7vien),0,0.0689655172413793,0.0
SALONPAS PAIN RELIEF PATCH   H/3mieng   Loc/10H-HISAMITSU-VIETNAM_1SA021-1-1T2,Invel (2vi x 7vien),0,0.1333333333333333,0.045454545454545456
SALONPAS 20  H/10h/2bao/10mieng  T/60H-HISAMITSU-VIETNAM_1SA025-1-1T2,Eugica xanh (10 Vi x 10 vien),0,0.16,0.11904761904761904
Lô: PHA01092301   HD: 08/2028,Eugica xanh (10 Vi x 10 vien),0,0.05,0.0
PO000307832,Eugica xanh (10 Vi x 10 vien),0,0.0,0.0
TINH DAU KHUYNH DIEP 20ml,Eugica xanh (10 Vi x 10 vien),0,0.1,0.046511627906976744
LKM BOSS INTENSE 48H 50ML x 24,Eugica xanh (10 Vi x 10 vien),0,0.0465116279069767,0.0392156862745098
CEELIN SYRUP BT/60ML,Eugica xanh (10 Vi x 10 vien),0,0.0,0.0
HEMOPROPIN 20g (H/Tuýp),Rocimus 0.1%w/w (Tuyp 10g),0,0.2941176470588235,0.14634146341463414
Thực phẩm bảo vệ sức khỏe Livespo® DIA 30  (10 ống/hộp) (Giấy tiếp nhận đăng ký bản công bố sản phẩm số 6547/2019/ĐKSP của Cục ATTP),Rocimus 0.1%w/w (Tuyp 10g),0,0.0350877192982456,0.045112781954887216
Myspa,Rocimus 0.1%w/w (Tuyp 10g),0,0.0,0.0
Urgo Spray lésions buccales,Anaferon (for children) 3mg (1Vi x 20Vien),0,0.037037037037037,0.0
B COMPLEX C,Anaferon (for children) 3mg (1Vi x 20Vien),0,0.0,0.0
CP61034750 - 949191 - BCDR COL GENTLE GUM EXPERT BO DOI X 12BO,Anaferon (for children) 3mg (1Vi x 20Vien),0,0.1282051282051282,0.06315789473684211
CIPROBAY TAB 500MG 10'S,Anaferon (for children) 3mg (1Vi x 20Vien),0,0.1224489795918367,0.1
BILAXTEN TAB 20MG 10'S,Loreze 10mg (5Vi  x 10Vien),0,0.2222222222222222,0.23255813953488372
321059-70642-TBK D.XẢ P.HỒI HƯ TỔN CHUYÊN SÂU 490ml(TSUBAKI P EX INTENSIVE REPAIR CONDITIONER 490ML),Loreze 10mg (5Vi  x 10Vien),0,0.0808080808080808,0.017699115044247787
Twister Cam Chai nhựa 450x24 Lốc 6,Loreze 10mg (5Vi  x 10Vien),0,0.0434782608695652,0.03571428571428571
Băng vệ sinh Doctor Care ban đêm ,Loreze 10mg (5Vi  x 10Vien),0,0.0909090909090909,0.0
PO000306648,Loreze 10mg (5Vi  x 10Vien),0,0.0,0.0
DUREX GEL MASSAGE ALOE 200ML,Loreze 10mg (5Vi  x 10Vien),0,0.1428571428571428,0.04081632653061224
"OTIV, Hộp/60 Viên, Lô: OB04102360, HSD: 01/08/2026",Avarino (5Vi x 10Vien),0,0.196078431372549,0.12903225806451613
LAMICTAL TAB 50MG 30'S,Avarino (5Vi x 10Vien),0,0.0,0.0
BETADINE FW DAILY USE GENTLE PRO. 100ML,Avarino (5Vi x 10Vien),0,0.1276595744680851,0.03571428571428571
ROCIMUS 0.1%W/W;0.10%,Avarino (5Vi x 10Vien),0,0.0689655172413793,0.058823529411764705
HCQ;200MG,Avarino (5Vi x 10Vien),0,0.0,0.0
"Kẹo Tic Tac hương vị cam 14,5 g",Avarino (5Vi x 10Vien),0,0.0526315789473684,0.125
Ubvix,Avarino (5Vi x 10Vien),0,0.2,0.0
AUGMENTIN TAB 625MG 2x7'S,Avarino (5Vi x 10Vien),0,0.1111111111111111,0.044444444444444446
Dạ hương Lavender Tươi Mới 100ml,Avarino (5Vi x 10Vien),0,0.1428571428571428,0.04081632653061224
REMINYL 8MG CAPS. B/28,Gofen 400 Clearcap (5Vi x 10Vien),0,0.0975609756097561,0.04
KU Bobby Care 100 - 1809,Gofen 400 Clearcap (5Vi x 10Vien),0,0.1904761904761904,0.08
Keo cay con tau KDG FF Cherry 25g,Gofen 400 Clearcap (5Vi x 10Vien),0,0.04,0.0
Disthyrox ( Levothyroxin 100 mcg),Gofen 400 Clearcap (5Vi x 10Vien),0,0.1176470588235294,0.07407407407407407
(PO000307348),Gofen 400 Clearcap (5Vi x 10Vien),0,0.0571428571428571,0.0
BVS Diana Sensi băng quần sizeM-L 2-2110,Kipel 4mg Chewble ( 4vi x 7 vien),0,0.037037037037037,0.0
DOROCRON MR 30mg VNE H/2vỉx30viên -CSBH-2023_KHTT-00723-050526-CK15%-DMC 1,Kipel 4mg Chewble ( 4vi x 7 vien),0,0.1463414634146341,0.10204081632653061
KIPEL CHEWABLE  TABLETS 4MG;,Kipel 4mg Chewble ( 4vi x 7 vien),1,0.4888888888888889,0.47058823529411764
TRAJENTA DUO. FICTA/ 60/2.5+500MG BTL,Kipel 4mg Chewble ( 4vi x 7 vien),0,0.08,0.06557377049180328
PO000284741,Kipel 4mg Chewble ( 4vi x 7 vien),0,0.0,0.0
Fixderma Scar Gel,Acnotin10 (3vi x 10vien),0,0.0625,0.0
"Siro Bé Ăn Ngon (Số lô: 1420623, NSX: 28/06/2023 - HSD: 27/06/2026)",Acnotin10 (3vi x 10vien),0,0.0,0.0
DAFLON TAB 500MG 60'S,Acnotin10 (3vi x 10vien),0,0.0,0.0
Bông tẩy trang tròn CZ2,Acnotin10 (3vi x 10vien),0,0.0,0.0
Chiết khấu theo hợp đồng mua bán,Acnotin10 (3vi x 10vien),0,0.0465116279069767,0.0
Laurier Sieu Mong 1mm 2210 10x24 2211,Acnotin10 (3vi x 10vien),0,0.125,0.10909090909090909
22_Kem rửa mặt ngăn ngừa mụn (Acnes Creamy Wash) 100 g,Acnotin10 (3vi x 10vien),0,0.1016949152542373,0.05970149253731343
Chiết khấu,Acnotin10 (3vi x 10vien),0,0.0769230769230769,0.0
GLUCOPHAGE TAB 500MG 50'S,Enat 400(3vi x 10 vien) Ma moi,0,0.048780487804878,0.04
CP61037974 - 936146 – BCDR COL CUSHION CLEAN CHARCOAL 2P X 12 BỘ,Enat 400(3vi x 10 vien) Ma moi,0,0.0857142857142857,0.046511627906976744
Tăm chỉ kẽ răng pharma,Enat 400(3vi x 10 vien) Ma moi,0,0.1052631578947368,0.0
PO000308006,Enat 400(3vi x 10 vien) Ma moi,0,0.1290322580645161,0.0
Nước Súc Miệng Truyền Thống Hương Vỏ Chanh 1.000ml,Enat 400(3vi x 10 vien) Ma moi,0,0.1639344262295081,0.0821917808219178
Kem Nghệ Collagen Thorakao 10 g,Enat 400(3vi x 10 vien) Ma moi,0,0.0869565217391304,0.10714285714285714
Magnesi -B6 v/10 h/100 t/7200,Normagut 250mg(3Vi x 10vien),0,0.1428571428571428,0.11320754716981132
Sovalimus 0.03% -10g,Normagut 250mg(3Vi x 10vien),0,0.0555555555555555,0.09090909090909091
